BIO06384,http://www.wikidata.org/entity/q1260070,TRUE
BIO06888,http://www.wikidata.org/entity/q579713,TRUE
BIO36966,http://www.wikidata.org/entity/q312119,TRUE
BIO29500,http://www.wikidata.org/entity/q76471,TRUE
BIO21448,http://www.wikidata.org/entity/q2148425,TRUE
BIO23028,http://www.wikidata.org/entity/q597340,TRUE
BIO40100,http://www.wikidata.org/entity/q922772,TRUE
BIO00255,http://www.wikidata.org/entity/q1190312,TRUE
BIO14400,http://www.wikidata.org/entity/q1258383,TRUE
BIO01208,http://www.wikidata.org/entity/q26470,TRUE
BIO27472,http://www.wikidata.org/entity/q1765289,TRUE
BIO18032,http://www.wikidata.org/entity/q13158,TRUE
BIO29344,http://www.wikidata.org/entity/q1467015,TRUE
BIO03192,http://www.wikidata.org/entity/q333796,TRUE
BIO10360,http://www.wikidata.org/entity/q1708646,TRUE
BIO15015,http://www.wikidata.org/entity/q693593,TRUE
BIO03045,http://www.wikidata.org/entity/q469695,TRUE
BIO34125,http://www.wikidata.org/entity/q1097631,TRUE
BIO26765,http://www.wikidata.org/entity/q607925,TRUE
BIO11246,http://www.wikidata.org/entity/q1784208,TRUE
BIO31640,http://www.wikidata.org/entity/q534838,TRUE
BIO11592,http://www.wikidata.org/entity/q575748,TRUE
BIO40602,http://www.wikidata.org/entity/q683282,TRUE
BIO39704,http://www.wikidata.org/entity/q796672,TRUE
BIO34340,http://www.wikidata.org/entity/q746696,TRUE
BIO13864,http://www.wikidata.org/entity/q2167819,TRUE
BIO36792,http://www.wikidata.org/entity/q1034859,TRUE
BIO02132,http://www.wikidata.org/entity/q1311167,TRUE
BIO43785,http://www.wikidata.org/entity/q1548650,TRUE
BIO35855,http://www.wikidata.org/entity/q591062,TRUE
BIO10808,http://www.wikidata.org/entity/q16819,TRUE
BIO37968,http://www.wikidata.org/entity/q640505,TRUE
BIO00829,http://www.wikidata.org/entity/q310970,TRUE
BIO24600,http://www.wikidata.org/entity/q1209219,TRUE
BIO00030,http://www.wikidata.org/entity/q978755,TRUE
BIO29000,http://www.wikidata.org/entity/q2178229,TRUE
BIO38304,http://www.wikidata.org/entity/q677341,TRUE
BIO06216,http://www.wikidata.org/entity/q1484571,TRUE
BIO43000,http://www.wikidata.org/entity/q2133877,TRUE
BIO45416,http://www.wikidata.org/entity/q29533,TRUE
BIO03232,http://www.wikidata.org/entity/q26892,TRUE
BIO41000,http://www.wikidata.org/entity/q683961,TRUE
BIO39648,http://www.wikidata.org/entity/q12099,TRUE
BIO11900,http://www.wikidata.org/entity/q774426,TRUE
BIO19264,http://www.wikidata.org/entity/q2045008,TRUE
BIO33768,http://www.wikidata.org/entity/q866150,TRUE
BIO19400,http://www.wikidata.org/entity/q312228,TRUE
BIO07980,http://www.wikidata.org/entity/q2078054,TRUE
BIO05959,http://www.wikidata.org/entity/q1816247,TRUE
BIO21952,http://www.wikidata.org/entity/q1593939,TRUE
BIO23800,http://www.wikidata.org/entity/q1575659,TRUE
BIO39592,http://www.wikidata.org/entity/q691364,TRUE
BIO27900,http://www.wikidata.org/entity/q1156848,TRUE
BIO00894,http://www.wikidata.org/entity/q1821197,TRUE
BIO07280,http://www.wikidata.org/entity/q777298,TRUE
BIO37471,http://www.wikidata.org/entity/q853914,TRUE
BIO42300,http://www.wikidata.org/entity/q784592,TRUE
BIO37912,http://www.wikidata.org/entity/q556627,TRUE
BIO34216,http://www.wikidata.org/entity/q2098641,TRUE
BIO44205,http://www.wikidata.org/entity/q28103,TRUE
BIO45551,http://www.wikidata.org/entity/q1146827,TRUE
BIO03737,http://www.wikidata.org/entity/q309939,TRUE
BIO40264,http://www.wikidata.org/entity/q1770032,TRUE
BIO38010,http://www.wikidata.org/entity/q1422123,TRUE
BIO01681,http://www.wikidata.org/entity/q998380,TRUE
BIO37485,http://www.wikidata.org/entity/q2065578,TRUE
BIO21614,http://www.wikidata.org/entity/q1041898,TRUE
BIO15511,http://www.wikidata.org/entity/q1345020,TRUE
BIO19544,http://www.wikidata.org/entity/q1663542,TRUE
BIO08120,http://www.wikidata.org/entity/q468698,TRUE
BIO33633,http://www.wikidata.org/entity/q1272472,TRUE
BIO21336,http://www.wikidata.org/entity/q1434668,TRUE
BIO01967,http://www.wikidata.org/entity/q704074,TRUE
BIO35552,http://www.wikidata.org/entity/q2108505,TRUE
BIO08456,http://www.wikidata.org/entity/q469628,TRUE
BIO30805,http://www.wikidata.org/entity/q953836,TRUE
BIO20806,http://www.wikidata.org/entity/q1113162,TRUE
BIO10800,http://www.wikidata.org/entity/q47685,TRUE
BIO38248,http://www.wikidata.org/entity/q1532596,TRUE
BIO34300,http://www.wikidata.org/entity/q1317139,TRUE
BIO34335,http://www.wikidata.org/entity/q1087772,TRUE
BIO37065,http://www.wikidata.org/entity/q39624,TRUE
BIO43624,http://www.wikidata.org/entity/q756985,TRUE
BIO36848,http://www.wikidata.org/entity/q1735296,TRUE
BIO20832,http://www.wikidata.org/entity/q453994,TRUE
BIO01680,http://www.wikidata.org/entity/q943236,TRUE
BIO19712,http://www.wikidata.org/entity/q968535,TRUE
BIO36500,http://www.wikidata.org/entity/q1272190,TRUE
BIO26208,http://www.wikidata.org/entity/q819208,TRUE
BIO04760,http://www.wikidata.org/entity/q378533,TRUE
BIO04100,http://www.wikidata.org/entity/q770124,TRUE
BIO42218,http://www.wikidata.org/entity/q320193,TRUE
BIO34664,http://www.wikidata.org/entity/q574447,TRUE
BIO07272,http://www.wikidata.org/entity/q1380,TRUE
BIO34104,http://www.wikidata.org/entity/q1355068,TRUE
BIO45780,http://www.wikidata.org/entity/q2149448,TRUE
BIO42200,http://www.wikidata.org/entity/q1142857,TRUE
BIO11872,http://www.wikidata.org/entity/q1417249,TRUE
BIO45500,http://www.wikidata.org/entity/q1535628,TRUE
BIO07840,http://www.wikidata.org/entity/q839349,FALSE
BIO24947,http://www.wikidata.org/entity/q636816,FALSE
BIO42600,http://www.wikidata.org/entity/q1763625,FALSE
BIO11700,http://www.wikidata.org/entity/q2081113,FALSE
BIO10185,http://www.wikidata.org/entity/q2079766,FALSE
BIO02020,http://www.wikidata.org/entity/q1824098,FALSE
BIO42840,http://www.wikidata.org/entity/q1056098,FALSE
BIO02020,http://www.wikidata.org/entity/q2103245,FALSE
BIO29848,http://www.wikidata.org/entity/q2179484,FALSE
BIO03465,http://www.wikidata.org/entity/q1044885,FALSE
BIO09345,http://www.wikidata.org/entity/q2186776,FALSE
BIO44743,http://www.wikidata.org/entity/q1381663,FALSE
BIO12915,http://www.wikidata.org/entity/q1387899,FALSE
BIO20604,http://www.wikidata.org/entity/q742612,FALSE
BIO00009,http://www.wikidata.org/entity/q2113084,FALSE
BIO23937,http://www.wikidata.org/entity/q2071263,FALSE
BIO14910,http://www.wikidata.org/entity/q2061528,FALSE
BIO02045,http://www.wikidata.org/entity/q1817753,FALSE
BIO00577,http://www.wikidata.org/entity/q2160647,FALSE
BIO04545,http://www.wikidata.org/entity/q526315,FALSE
BIO01861,http://www.wikidata.org/entity/q2154384,FALSE
BIO38481,http://www.wikidata.org/entity/q1396603,FALSE
BIO00752,http://www.wikidata.org/entity/q2165030,FALSE
BIO39200,http://www.wikidata.org/entity/q1832096,FALSE
BIO42925,http://www.wikidata.org/entity/q2071335,FALSE
BIO25830,http://www.wikidata.org/entity/q1138172,FALSE
BIO01694,http://www.wikidata.org/entity/q2071790,FALSE
BIO28700,http://www.wikidata.org/entity/q943967,FALSE
BIO36904,http://www.wikidata.org/entity/q2123917,FALSE
BIO37900,http://www.wikidata.org/entity/q1134169,FALSE
BIO07672,http://www.wikidata.org/entity/q2078797,FALSE
BIO07800,http://www.wikidata.org/entity/q529754,FALSE
BIO16744,http://www.wikidata.org/entity/q1423048,FALSE
BIO17675,http://www.wikidata.org/entity/q600870,FALSE
BIO15960,http://www.wikidata.org/entity/q1315461,FALSE
BIO33936,http://www.wikidata.org/entity/q767088,FALSE
BIO11536,http://www.wikidata.org/entity/q526869,FALSE
BIO13230,http://www.wikidata.org/entity/q1191896,FALSE
BIO32300,http://www.wikidata.org/entity/q936732,FALSE
BIO37168,http://www.wikidata.org/entity/q1029209,FALSE
BIO23072,http://www.wikidata.org/entity/q1486219,FALSE
BIO07700,http://www.wikidata.org/entity/q1023696,FALSE
BIO29288,http://www.wikidata.org/entity/q1167049,FALSE
BIO43456,http://www.wikidata.org/entity/q2149244,FALSE
BIO42056,http://www.wikidata.org/entity/q748921,FALSE
BIO20608,http://www.wikidata.org/entity/q742612,FALSE
BIO36512,http://www.wikidata.org/entity/q2110531,FALSE
BIO01890,http://www.wikidata.org/entity/q1727739,FALSE
BIO18281,http://www.wikidata.org/entity/q1007352,FALSE
BIO19040,http://www.wikidata.org/entity/q690731,FALSE
BIO18816,http://www.wikidata.org/entity/q538063,FALSE
BIO37170,http://www.wikidata.org/entity/q1096909,FALSE
BIO32320,http://www.wikidata.org/entity/q2105007,FALSE
BIO35616,http://www.wikidata.org/entity/q604548,FALSE
BIO07500,http://www.wikidata.org/entity/q1021973,FALSE
BIO24024,http://www.wikidata.org/entity/q954288,FALSE
BIO33880,http://www.wikidata.org/entity/q604170,FALSE
BIO42016,http://www.wikidata.org/entity/q2155356,FALSE
BIO38976,http://www.wikidata.org/entity/q1630547,FALSE
BIO07600,http://www.wikidata.org/entity/q428085,FALSE
BIO20496,http://www.wikidata.org/entity/q2088938,FALSE
BIO09975,http://www.wikidata.org/entity/q2113063,FALSE
BIO07770,http://www.wikidata.org/entity/q547831,FALSE
BIO17528,http://www.wikidata.org/entity/q378490,FALSE
BIO02383,http://www.wikidata.org/entity/q2175962,FALSE
BIO03528,http://www.wikidata.org/entity/q2100724,FALSE
BIO30400,http://www.wikidata.org/entity/q2144804,FALSE
BIO43575,http://www.wikidata.org/entity/q1400982,FALSE
BIO01414,http://www.wikidata.org/entity/q1281083,FALSE
BIO29295,http://www.wikidata.org/entity/q1167347,FALSE
BIO36232,http://www.wikidata.org/entity/q1817367,FALSE
BIO02503,http://www.wikidata.org/entity/q2087848,FALSE
BIO25144,http://www.wikidata.org/entity/q1301820,FALSE
BIO27328,http://www.wikidata.org/entity/q2042280,FALSE
BIO31600,http://www.wikidata.org/entity/q1308758,FALSE
BIO02230,http://www.wikidata.org/entity/q1828711,FALSE
BIO34600,http://www.wikidata.org/entity/q604654,FALSE
BIO22792,http://www.wikidata.org/entity/q1441971,FALSE
BIO22900,http://www.wikidata.org/entity/q726788,FALSE
BIO04747,http://www.wikidata.org/entity/q301172,FALSE
BIO44700,http://www.wikidata.org/entity/q1388482,FALSE
BIO25648,http://www.wikidata.org/entity/q940040,FALSE
BIO01110,http://www.wikidata.org/entity/q1827610,FALSE
BIO11550,http://www.wikidata.org/entity/q1135857,FALSE
BIO25704,http://www.wikidata.org/entity/q924051,FALSE
BIO36562,http://www.wikidata.org/entity/q589593,FALSE
BIO17574,http://www.wikidata.org/entity/q2170721,FALSE
BIO07728,http://www.wikidata.org/entity/q1504185,FALSE
BIO04515,http://www.wikidata.org/entity/q855597,FALSE
BIO26462,http://www.wikidata.org/entity/q1427825,FALSE
BIO00925,http://www.wikidata.org/entity/q2044114,FALSE
BIO07784,http://www.wikidata.org/entity/q547831,FALSE
BIO18256,http://www.wikidata.org/entity/q307791,FALSE
BIO13944,http://www.wikidata.org/entity/q749369,FALSE
BIO15352,http://www.wikidata.org/entity/q628769,FALSE
BIO29624,http://www.wikidata.org/entity/q1094714,FALSE
BIO44625,http://www.wikidata.org/entity/q1316373,FALSE
BIO02940,http://www.wikidata.org/entity/q2152985,FALSE
BIO00210,http://www.wikidata.org/entity/q636635,FALSE
